site;player_ID;round;Investment;crop_choice;wheat;gram;water_used;earning_dam;amount_not_inv;total_earning;treat;NREGA_used;DEV_Pro_yes;Table_path;Table_next;Threshold_path;excluded
Manikpur_Mal;12;2;1500;g;0;1;3000;0;1500;1500;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;3;1200;g;0;1;3000;0;1800;1800;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;4;1200;g;0;1;3000;0;1800;1800;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;5;2600;g;0;1;3000;0;400;400;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;1;2000;w;1;0;5500;0;1000;1000;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;2;2500;g;0;1;3000;0;500;500;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;3;200;g;0;1;3000;0;2800;2800;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;4;500;g;0;1;3000;0;2500;2500;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;5;500;g;0;1;3000;0;2500;2500;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;1;2000;g;0;1;3000;0;1000;1000;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;2;2000;w;1;0;5500;0;1000;1000;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;3;1000;w;1;0;5500;0;2000;2000;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;4;200;w;1;0;5500;0;2800;2800;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;5;100;w;1;0;5500;0;2900;2900;basic;NA;NA;NA;NA;NA;NA
Manikpur_Mal;1;6;1500;g;0;1;3000;13000;1500;14500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;1;7;2000;g;0;1;3000;13000;1000;14000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;1;8;1000;g;0;1;3000;13000;2000;15000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;1;9;2400;w;1;0;5500;15000;600;15600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;1;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;2;6;1500;g;0;1;3000;0;1500;1500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;2;7;500;g;0;1;3000;13000;2500;15500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;2;8;2000;g;0;1;3000;13000;1000;14000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;2;9;2400;w;1;0;5500;15000;600;15600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;2;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;3;6;1700;g;0;1;3000;0;1300;1300;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;3;7;2600;g;0;1;3000;13000;400;13400;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;3;8;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;3;9;2500;g;0;1;3000;13000;500;13500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;3;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;4;6;1700;g;0;1;3000;0;1300;1300;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;4;7;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;4;8;1500;g;0;1;3000;0;1500;1500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;4;9;600;g;0;1;3000;0;2400;2400;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;4;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;5;6;300;g;0;1;3000;0;2700;2700;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;5;7;2000;g;0;1;3000;13000;1000;14000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;5;8;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;5;9;2400;g;0;1;3000;0;600;600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;5;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;6;6;2900;g;0;1;3000;0;100;100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;6;7;2900;g;0;1;3000;0;100;100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;6;8;2500;g;0;1;3000;0;500;500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;6;9;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;6;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;7;6;500;g;0;1;3000;0;2500;2500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;7;7;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;7;8;1500;g;0;1;3000;0;1500;1500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;7;9;2400;w;1;0;5500;0;600;600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;7;10;2400;g;0;1;3000;13000;600;13600;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;8;6;1100;g;0;1;3000;13000;1900;14900;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;8;7;1200;g;0;1;3000;13000;1800;14800;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;8;8;2500;g;0;1;3000;13000;500;13500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;8;9;1600;g;0;1;3000;13000;1400;14400;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;8;10;2600;g;0;1;3000;13000;400;13400;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;9;6;500;g;0;1;3000;0;2500;2500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;9;7;1500;g;0;1;3000;0;1500;1500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;9;8;2500;w;1;0;5500;15000;500;15500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;9;9;2500;w;1;0;5500;13000;500;13500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;9;10;3000;g;0;1;3000;13000;0;13000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;10;6;1200;w;1;0;5500;0;1800;1800;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;10;7;1600;g;0;1;3000;0;1400;1400;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;10;8;2000;g;0;1;3000;13000;1000;14000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;10;9;1500;g;0;1;3000;0;1500;1500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;10;10;2800;g;0;1;3000;13000;200;13200;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;11;6;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;11;7;1500;g;0;1;3000;0;1500;1500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;11;8;2000;g;0;1;3000;13000;1000;14000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;11;9;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
